unique ID,query_text,category
3075, We can store a solution of copper sulphate in a silver vessel because silver is less reactive than copper according to the activity series of metals and cannot displace copper from its solution. In displacement reactions a more reactive metal displaces a less reactive metal but a less reactive metal cannot displace a more reactive metal. ,academic_non_servable
3076,Black Jack Vs. Matsudajun,junk
3077,Can not use foreign stamps in this country. Good lecture .,junk
3078," Given that, The weight of new born babies in kg in a hospital on a particular day are: 3.2, 2.5, 2.9, 4.1, 3.2, 2.4, 3.4, 4.2, 3.6, 4.5. Arranging the weight in increasing order we get: 2.4<2.5<2.9<3.2<3.4<3.6<4.1<4.2<4.5 Thus, the maximum value is 4.5 kg. The minimum value is 2.4 kg. We have, Range=Maximum value - Minimum value =4.5 - 2.4=2.1 Hence, the range is 2.1 kg. ",academic_non_servable
3079, Diseases and Bioweapon,general
3080,"Have you heard of schlong,",junk
3081,"i'm trying to understand soused,",junk
3082,Earthquake Waves,academic_servable
3083,Frank Experience Science 5.,general
3084,5Th Telangana State Board,general
3085,MYSORE,general
3086, Stem and Leaf : Monocot Plants,general
3087,"Read the following information carefully and answer the question given below - K is the sister of P, who is married to N. L is the son of M. N is the father of S. P is a mother - in - law of M. N has no daughter. Q is the daughter of J, who is married to K. ",academic_non_servable
3088,I'M Curious About Gang Bang,junk
3089,Twenty-eight: 28,academic_servable
3090,Can you offer some details on blogging,general
3091,Its ok..come to my home it vl nice to meet and v can chat..,conversational
3092,Assassin'S Creed: Altair'S Chronicles,junk
3093,Sketches and Maps,academic_servable
3094,"Calcul ate the rms value of emf for a cycle, whosel Ltime variath is shown in fig we.",academic_servable
3095,"R, B, Y, V, _, P",academic_servable
3096," Given: log2 12 - log2 2 + log2 5 Use the laws of logarithm: logam + logan=loga(m×n) and logam - logan=loga(mn) Now, log2 12 - log2 2 + log2 5 =log2 122 + log2 5 =log2 6 + log2 5 =log2 6×5 =log2 30 Hence, the required value is log2 30. Therefore, the value of k=30 ",academic_non_servable
3097,Class 11 questions 11 chapter 22,general
3098,Text books pdf,conversational
3099,Polity of Uttar Pradesh,academic_servable
3100,"what is Aldehydes, Ketones and Carboxylic acids",academic_servable
3101,Sin^2 cos^2 = ?,academic_servable
3102,"What Is Niggaz,",junk
3103,Improvement in Food Resources Test - 1,general
3104,reaction that doen't occur during light phase,academic_servable
3105,"(i) Ravi draw four cards, find the probability that all the four cards are from the same suit. 2",academic_servable
3106,Csab consoling me kitna %til hona chahiye,general
3107,पुल्लिंग शब्दों के उदाहरण एवं प्रयोग,academic_servable
3108, OR,general
3109,(3) बाजूच्या आकृतीतील आयताच्या बाजूंच्या लांबी दिल्या आहेत. या माहितीवरून खालीलपैकी कोणते समीकरण मिकते ? (A) x − 3 y = 2 (B) x − y = 4 (C) x + 3 y = 2 (D) x + y = − 4 ,academic_servable
3110,82 Motion in a Straight Line School \& Board E x a 10 . The position - time graph of two objects A and B is shown in the figure. What is the ratio of velocity of oo A with the velocity of object B ? (1) 1 : 3 (2) 3 : 2 (3) 3 : 1 (4) 3 : 2 SECTION - B 18. A tri There is only one correct option for every multiple choice question (MCQ). 11. Which of the following is correct statement? (1) Magnitude of average velocity is always equal to the magnitude of average speed. (2) Magnitude of instantaneous velocity is always equal to the magnitude of instantaneous speed.,academic_servable
3111,Wwii Aces,junk
3112,Tell some poetic device poem the trees,general
3113,depositional landforms of glaciers,academic_servable
3114,Andhra Pradesh Public Service Commission,academic_servable
3115,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",junk
3116,feedback: this AI learning platform has really been of great help. im loving this learning experience,conversational
3117,"The plates of a capacitor of capacitance 10 μF, charged to 60 μC, are joined together by a wire of resistance 10 Ω at t=0, then",academic_non_servable
3118,ISS,general
3119,general introduction of alcohols,general
3120,Write a pair of integers which has the sum as the following.,academic_non_servable
3121,जीवन से जोड़ने का शिक्षण सिद्धांत,academic_servable
3122,I want to ask from math teacher,conversational
3123,Coll me please,conversational
3124,GDP at Factor Cost,academic_servable
3125,Oh great. I.ll disturb him more so that we can talk.,conversational
3126,In the circuit shown in the figure switch S is closed at time t = 0 . Select the correct statement (A) Rate of increase of charge is same in both the capacitor (B) Ratio of charge stored in capacitance C and 2 C at any time t would be 1 : 2 (C) Time constant of both the capacitors are equal (D) Steady state charge in capacitors C and 2 C in the ratio 1 : 2 ,academic_servable
3127," We know that a small hand in a clock represents hours and the big hand represents minutes. In the above given figure of the clock, The hour hand is in between 9 and 10. So, it implies 9 hours. The minute hand is at 6 that is half of one complete rotation. So, it implies 30 minutes. Hence, the time is 9:30 o'clock. ",academic_non_servable
3128,Ok solve,conversational
3129,Define the following: Biodegradable waste ,academic_servable
3130,Articles and Determiners Test - 1,general
3131,Study the following information carefully and answer the questions given below : A family has the following people and their relationships are mentioned. ‘A’ is ‘B’ ‘s sister. ‘C‘ is ‘D’ ‘s brother. ‘E’ is ‘F’ ‘s father. ‘G’ is ‘H’ ‘s mother. ‘F’ is ‘D’ ‘s sister. ‘C’ is ‘G’ ‘s son. ‘B’ is ‘C‘ s daughter. ‘C’ is married to ‘J’. ,academic_non_servable
3132,A and B are partner sharing Profits 3 4 and 1 4 . They admit C giving him 1 5 share. Find the tirate profit sharing ratio of partners.,academic_servable
3133,"Dtatement 1 : A B C is given triangle having respective sides a,b,c. D , E , F are points of the sides B C , C A , A B respectively so that A F D E is a parallelogram. The maximum area of the parallelogram is 1 4 b c sin A . Statement 2: Maximum value of 2 k x − x 2 is at x = k . (A) Statement - 1 is True, Statement - 2 is True (B) Statement - 1 is True, Statement - 2 is False (C) Statement - 1 is False, Statement - 2 is True. (D) Statement - 1 is False, Statement - 2 is False",academic_servable
3134,Functions of Teaching Aids,academic_servable
3135,Electromagnetics,general
3136,Climatic Factors,academic_servable
3137,Space- A World Of Wonders Test - 2 ,general
3138,32. The oxygenation activity of RuBisCo enzyme in photorespiration leads to the formation of : (1) 1 molecule of 4 - C compound and 1 molecule of 2 − C compound. (2) 2 molecules of 3 - C compound (3) 1 molecule of 3 - C compound (4) 1 molecule of 6 − C compound,academic_servable
3139, Bohr's model is unable to explain the stability of an atom. a. True b. False,academic_servable
3140,Beyblade VForce: Ultimate Blader Jam,junk
3141,Selecting Samples,academic_servable
3142,Scratch,academic_servable
3143,Geography Shaping the Life and History of the People,academic_servable
3144," From the given table of data, Kunal obtained the total marks in the examination=72 + 81 + 92 + 96 + 64 + 85=490 The percentage of marks Kunal got =490600×100=81.6%. Soni obtained the total marks in the examination=86 + 89 + 90 + 82 + 75 + 82=504. The percentage of marks Soni got =504600×100=84%. The ratio=81.684=816840=3435=34 : 35. ",academic_non_servable
3145,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,junk
3146,NCAA Basketball Final Four 97,junk
3147,Digestion of Food in Jejunum,academic_servable
3148,Bhakri of Maharashtra,academic_servable
3149," The tissue that stores fat in our body is a type of loose connective tissue known as the adipose tissue. The main role of adipose tissue is to store energy in the form of fat that helps in the insulation and cushioning of the body. Adipose tissue is located beneath the skin as subcutaneous fat, around internal organs as visceral fat, between muscles, and in the breast tissue. ",academic_non_servable
3150,Distances of the Ex-centres from Sides of Triangle,academic_servable
3151," Our National Anthem is Jana - Gana - Mana. It was written by Rabindranath Tagore, a poet and a man of many talents. He was born in Kolkatha in West Bengal. He was the first Indian to win a Nobel for literature. The approximate time fixed to sing the National Anthem is approximately 52 seconds. ",academic_non_servable
3152,RRBMALDA,general
3153,Rules from Arithmetic,academic_servable
3154,IBPS RRB Office Assistant Prelims All India Test Series Test - 1,general
3155,Embibe Big Book for Aptitude for VITEEE (with Biology),general
3156,/.,junk
3157,500 last romantic number,academic_servable
3158,Faraday’s Law,academic_servable
3159,Transportation In Plants & Animals Test - 1,general
3160,Common Machines Test - 1,general
3161,Let z be a complex number. Then the angle between vectors z and − i z is (1) π (2) 0 (3) − π / 2 (4) None of these,academic_servable
3162,From Seed To Plant Test - 4,general
3163,I'm curious about icwa,general
3164,JECA,general
3165,Looking for info on Shape of the Earth,academic_servable
3166," Given, Eighty - four We know that, We have to write the number of tens in the given number. So, we have to understand the place value first to write the number. Tens Ones 8 4 Now, in the word eighty - four, we have 8 tens and 4ones which means 10 + 10 + 10 + 10 + 10 + 10 + 10 + 10=80 and 4 ones 80 + 4=84 Thus, we have 8 tens in eighty - four. Hence, the required answer is given above. ",academic_non_servable
3167,what your name,conversational
3168,Send me solutions,conversational
3169,Kirby'S Block Ball,junk
3170,"Looking for some background on jerk,",junk
3171," Given, 63 - [( - 3){ - 2 - 8 - 3 ̄}]÷[3{5 + ( - 2)( - 1)}] First we have to remove vinculum from the given equation, then we get, =63 - [( - 3){ - 2 - 5}]÷[3{5 + 2}] Now remove the parentheses from the above equation =63 - [( - 3)( - 7)]÷[3(7)] =63 - [21]÷[21] =63 - 1 =62 ",academic_non_servable
3172,Stop chat,conversational
3173,The King of Fighters: Dream Match 1999,junk
3174,Addition and Subtraction of Numbers Mentally,academic_servable
3175,Avoiding Legal Obligation under Corporate Veil,academic_servable
3176, We know that the sum of the first n odd natural numbers in n2. 1 + 3 + 5 + 7 + 9 + 11 + 13 + 15 + 17= Sum of first 9 odd numbers =92=81. ,academic_non_servable
3177,"22. The major product formed in the following reaction is [Main 2021, 26 Aug - I, 4/100] ⟶ S O C l 2 , C H 3 O H Major Product (1) (2) (3) (4)",academic_servable
3178,Get ready to put on your excellent sub face :),conversational
3179,what is Some Other Properties of Compounds of Phosphorous,academic_servable
3180,Aikatsu! My No.1 Stage!,junk
3181,"COMMIE,",junk
3182, The larva is the immature form of an insect. Silkworms are the larvae of the silk moth. They feed on mulberry leaves for 4 - 6 weeks before they spin their cocoons. The silk fibre is obtained from these cocoons. ,academic_non_servable
3183,Just reply yes or no??,conversational
3184,Connect me to someone,conversational
3185," Given, The decimal is 234.05×10. ⇒To multiply decimals, first multiply as if there is no decimal. Next, count the number of digits after the decimal in each factor. Finally, put the same number of digits behind the decimal in the product. ⇒On multiplying a decimal by 10, the decimal point is shifted to the right by one place. So, we can write it as, =23405×10=234050 [First multiply without decimal point] =234.05×10=2340.5 [Put the decimal point after one digit] =2340.5 Therefore, the value is 2340.5. ",academic_non_servable
3186,"The teacher's dashboard has a ""Classroom"" tab. What is that?",general
3187,Om Prakash,general
3188,xena: warrior princess,junk
3189,Can l send you a picture of my doubt question,conversational
3190,Kepler's law,academic_servable
3191,Exploring My India Test - 2,general
3192,"what is raunch,",junk
3193,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,junk
3194,So why didnt you holla?,conversational
3195,115. A particle of mass m is moving in a horizontal circh radius R under a centripetal force equal to − A r 2 constant). The total energy of the particle is : (Potential energy at very large distance is zero) (a) A R (b) − A R (c) A 2 R ,academic_servable
